Size,Type,BubbleSortTime,MergeSortTime,QuickSortTime,Status
1450,partially_sorted,0.84142,0.80334,0.03354,Success
1450,reverse_sorted,1.25234,0.81642,0.5896,Success
1460,random,1.04032,0.83514,0.04236,Success
1460,sorted,0.53386,0.82448,0.77154,Success
1460,partially_sorted,0.95742,0.87174,0.04088,Success
1460,reverse_sorted,1.76364,0.8637,0.67626,Success
1470,random,1.08956,0.84972,0.0431,Success
1470,sorted,0.5667,0.81942,0.68718,Success
1470,partially_sorted,0.83814,0.84482,0.03596,Success
1470,reverse_sorted,1.27786,0.77782,0.61068,Success
1480,random,1.07652,0.85622,0.03816,Success
1480,sorted,0.5566,0.81234,0.696,Success
1480,partially_sorted,0.89904,0.82532,0.03416,Success
1480,reverse_sorted,1.3421,0.8079,0.6134,Success
1490,random,1.04006,0.83012,0.03612,Success
1490,sorted,0.581,0.8121,0.67838,Success
1490,partially_sorted,0.90914,0.84064,0.04934,Success
1490,reverse_sorted,1.4223,0.8288,0.68922,Success
1500,random,1.16014,0.9553,0.04772,Success
1500,sorted,0.61286,0.8613,0.74012,Success
1500,partially_sorted,0.97074,0.86084,0.04056,Success
1500,reverse_sorted,1.45736,0.86328,0.733,Success
1510,random,1.17656,0.88046,0.04214,Success
1510,sorted,0.69334,0.84946,0.8727,Success
1510,partially_sorted,0.87918,0.86872,0.03846,Success
1510,reverse_sorted,1.50156,0.82332,0.74992,Success
1520,random,1.1127,0.88658,0.03802,Success
1520,sorted,0.5908,0.84058,0.73754,Success
1520,partially_sorted,1.02266,0.86072,0.05402,Success
1520,reverse_sorted,1.39648,0.81724,0.6326,Success
1530,random,1.16536,0.90174,0.0466,Success
1530,sorted,0.60906,0.86126,0.77334,Success
1530,partially_sorted,0.9263,0.827,0.04268,Success
1530,reverse_sorted,1.39832,0.8102,0.67258,Success
1540,random,1.1382,0.85968,0.03854,Success
1540,sorted,0.61278,0.88052,0.83694,Success
1540,partially_sorted,0.94316,0.85296,0.03028,Success
1540,reverse_sorted,1.39808,0.79516,0.65548,Success
1550,random,1.16532,0.88042,0.03816,Success
1550,sorted,0.60414,0.85724,0.90564,Success
1550,partially_sorted,0.8713,0.82956,0.02512,Success
1550,reverse_sorted,1.44684,0.82742,0.66658,Success
1560,random,1.21312,0.92248,0.0426,Success
1560,sorted,0.61222,0.8785,0.86742,Success
1560,partially_sorted,0.95284,0.86222,0.03526,Success
1560,reverse_sorted,1.4868,0.84822,0.64888,Success
1570,random,1.15032,0.87928,0.04102,Success
1570,sorted,0.60798,0.88164,0.8133,Success
1570,partially_sorted,0.96236,0.8566,0.04314,Success
1570,reverse_sorted,1.43432,0.81682,0.66534,Success
1580,random,1.17852,0.90738,0.04168,Success
1580,sorted,0.62288,0.87182,0.83966,Success
1580,partially_sorted,0.95934,0.87972,0.06368,Success
1580,reverse_sorted,1.50932,0.8559,0.68368,Success
1590,random,1.17918,0.91336,0.03952,Success
1590,sorted,0.6278,0.90684,0.79386,Success
1590,partially_sorted,0.94168,0.8773,0.03848,Success
1590,reverse_sorted,1.59398,0.84862,0.7232,Success
1600,random,1.22706,0.96728,0.05062,Success
1600,sorted,0.63534,0.89878,0.76518,Success
1600,partially_sorted,0.99898,0.9,0.04422,Success
1600,reverse_sorted,1.53454,0.86648,0.72346,Success
1610,random,1.30654,0.94276,0.04708,Success
1610,sorted,0.69902,0.92792,0.93794,Success
1610,partially_sorted,1.00528,0.90232,0.0591,Success
1610,reverse_sorted,1.56604,0.84628,0.73772,Success
1620,random,1.23512,0.8949,0.04444,Success
1620,sorted,0.65986,0.87752,0.87404,Success
1620,partially_sorted,1.0447,0.89054,0.0492,Success
1620,reverse_sorted,1.52706,0.84714,0.72686,Success
1630,random,1.3179,0.9381,0.04484,Success
1630,sorted,0.66676,0.91072,0.80974,Success
1630,partially_sorted,1.04468,0.91592,0.05284,Success
1630,reverse_sorted,1.66678,0.89024,0.78902,Success
1640,random,1.2929,0.91454,0.0401,Success
1640,sorted,0.69494,0.9118,0.8614,Success
1640,partially_sorted,1.05142,0.91286,0.04916,Success
1640,reverse_sorted,1.64412,0.8806,0.78428,Success
1650,random,1.33792,0.99318,0.04994,Success
1650,sorted,0.6795,0.9355,0.83498,Success
1650,partially_sorted,1.07748,0.89722,0.0519,Success
1650,reverse_sorted,1.67152,0.8732,0.77292,Success
1660,random,1.39746,0.97048,0.05044,Success
1660,sorted,0.68288,0.92078,0.80134,Success
1660,partially_sorted,1.03282,0.95118,0.04428,Success
1660,reverse_sorted,1.62658,0.91898,0.75452,Success
1670,random,1.31614,0.93898,0.04772,Success
1670,sorted,0.70814,0.93822,0.88552,Success
1670,partially_sorted,1.0369,0.91658,0.05488,Success
1670,reverse_sorted,1.72376,0.88588,0.8023,Success
1680,random,1.36864,0.96384,0.04348,Success
1680,sorted,0.70114,0.9196,0.9368,Success
1680,partially_sorted,1.124,0.92672,0.04078,Success
1680,reverse_sorted,1.71444,0.95914,0.77048,Success
1690,random,1.3433,0.9659,0.04314,Success
1690,sorted,0.71012,0.94134,0.83814,Success
1690,partially_sorted,1.17116,0.9324,0.0481,Success
1690,reverse_sorted,1.7608,0.91018,0.7927,Success
1700,random,1.41524,0.97666,0.047,Success
1700,sorted,0.73158,0.94334,0.87748,Success
1700,partially_sorted,1.15134,0.9355,0.03214,Success
1700,reverse_sorted,1.68788,0.90002,0.78876,Success
1710,random,1.33308,0.95022,0.04992,Success
1710,sorted,0.7138,0.92344,0.83774,Success
1710,partially_sorted,1.10652,0.9418,0.04316,Success
1710,reverse_sorted,1.75926,0.89652,0.79746,Success
1720,random,1.37264,0.96054,0.0478,Success
1720,sorted,0.74344,0.93984,0.85338,Success
1720,partially_sorted,1.11616,0.95006,0.04334,Success
1720,reverse_sorted,1.77444,0.9191,0.85614,Success
1730,random,1.4808,1.00534,0.04968,Success
1730,sorted,0.76694,0.94618,0.9238,Success
1730,partially_sorted,1.15838,0.97252,0.05612,Success
1730,reverse_sorted,1.94854,0.99402,0.91588,Success
1740,random,1.41494,0.9908,0.04694,Success
1740,sorted,0.7979,0.98568,1.00228,Success
1740,partially_sorted,1.18674,0.95524,0.04528,Success
1740,reverse_sorted,1.8454,0.9114,0.8044,Success
1750,random,1.47368,0.98166,0.04444,Success
1750,sorted,0.78948,0.93122,0.88124,Success
1750,partially_sorted,1.13734,0.94402,0.05018,Success
1750,reverse_sorted,1.85354,0.9628,0.85298,Success
1760,random,1.49692,1.01254,0.04726,Success
1760,sorted,0.7585,0.95776,0.8882,Success
1760,partially_sorted,1.19168,0.97742,0.02908,Success
1760,reverse_sorted,1.78332,0.9386,0.82708,Success
1770,random,1.49308,0.98824,0.04916,Success
1770,sorted,0.74558,0.95164,0.88126,Success
1770,partially_sorted,1.14428,0.97132,0.0438,Success
1770,reverse_sorted,1.87496,0.954,0.8885,Success
1780,random,1.56976,1.11154,0.05536,Success
1780,sorted,0.79046,0.99432,0.94984,Success
1780,partially_sorted,1.18832,1.01212,0.0358,Success
1780,reverse_sorted,1.85694,0.95354,0.86146,Success
1790,random,1.44106,1.01558,0.04894,Success
1790,sorted,0.78418,0.98006,0.94584,Success
1790,partially_sorted,1.2547,0.99696,0.05274,Success
1790,reverse_sorted,1.88534,1.00118,0.86776,Success
1800,random,1.45536,1.00524,0.04456,Success
1800,sorted,0.76282,0.97448,0.90844,Success
1800,partially_sorted,1.1725,0.98234,0.03214,Success
1800,reverse_sorted,1.87406,0.9521,0.86158,Success
1810,random,1.46096,1.01756,0.04538,Success
1810,sorted,0.78048,1.01994,0.93122,Success
1810,partially_sorted,1.33812,1.01042,0.06522,Success
1810,reverse_sorted,1.88218,0.976,0.86232,Success
1820,random,1.47166,1.05682,0.04806,Success
1820,sorted,0.79304,1.0105,0.94584,Success
1820,partially_sorted,1.22914,1.06778,0.0426,Success
1820,reverse_sorted,1.92616,0.98086,0.88674,Success
1830,random,1.5449,1.0529,0.04952,Success
1830,sorted,0.89494,1.08762,1.02796,Success
1830,partially_sorted,1.332,1.00944,0.0461,Success
1830,reverse_sorted,1.91968,1.00406,0.90658,Success
1840,random,1.5285,1.04316,0.04938,Success
1840,sorted,0.84226,1.04338,1.2036,Success
1840,partially_sorted,1.32722,1.02746,0.05896,Success
1840,reverse_sorted,1.97076,0.974,0.9019,Success
1850,random,1.52288,1.0434,0.0568,Success
1850,sorted,0.84354,1.0167,0.99986,Success
1850,partially_sorted,1.36338,1.04408,0.04432,Success
1850,reverse_sorted,1.97854,1.00796,0.9191,Success
1860,random,1.63704,1.06172,0.05652,Success
1860,sorted,0.8301,1.04298,1.12506,Success
1860,partially_sorted,1.29648,1.02668,0.0471,Success
1860,reverse_sorted,2.038,1.0085,0.93006,Success
1870,random,1.63184,1.09986,0.05168,Success
1870,sorted,0.87488,1.04938,1.03214,Success
1870,partially_sorted,1.33546,1.02874,0.07246,Success
1870,reverse_sorted,2.16422,1.03474,0.99082,Success
1880,random,1.71236,1.13904,0.05322,Success
1880,sorted,0.87064,1.03772,1.05596,Success
1880,partially_sorted,1.23774,1.0203,0.05072,Success
1880,reverse_sorted,2.04192,1.00388,0.93644,Success
1890,random,1.62242,1.07808,0.05328,Success
1890,sorted,0.8421,1.0312,1.00138,Success
1890,partially_sorted,1.39534,1.06394,0.0445,Success
1890,reverse_sorted,2.33808,1.11252,1.27076,Success
1900,random,1.76158,1.16738,0.0505,Success
1900,sorted,0.93058,1.04438,1.1919,Success
1900,partially_sorted,1.5454,1.11888,0.04692,Success
1900,reverse_sorted,2.46202,1.09304,1.20544,Success
1910,random,1.72876,1.10582,0.05552,Success
1910,sorted,0.86644,1.0668,1.02686,Success
1910,partially_sorted,1.3727,1.02808,0.0534,Success
1910,reverse_sorted,2.17602,1.00328,0.97468,Success
1920,random,1.71404,1.26958,0.0564,Success
1920,sorted,1.09096,1.0964,1.33228,Success
1920,partially_sorted,1.44824,1.03968,0.0622,Success
1920,reverse_sorted,2.09356,1.08876,1.0257,Success
1930,random,1.66078,1.0847,0.05564,Success
1930,sorted,0.95252,1.22514,1.10846,Success
1930,partially_sorted,1.34372,1.01248,0.05862,Success
1930,reverse_sorted,2.24782,1.06478,1.10396,Success
1940,random,1.86094,1.16242,0.0621,Success
1940,sorted,0.95166,1.07764,1.28162,Success
1940,partially_sorted,1.4165,1.12438,0.05744,Success
1940,reverse_sorted,2.2224,1.03838,0.9957,Success
1950,random,1.77094,1.08046,0.05396,Success
1950,sorted,0.8899,1.05924,1.07112,Success
1950,partially_sorted,1.3393,1.0302,0.0496,Success
1950,reverse_sorted,2.2123,1.03388,1.01906,Success
1960,random,1.75074,1.08584,0.04864,Success
1960,sorted,0.9423,1.07694,1.098,Success
1960,partially_sorted,1.40402,1.07208,0.0497,Success
1960,reverse_sorted,2.25894,1.03726,1.03374,Success
1970,random,1.74948,1.0953,0.0541,Success
1970,sorted,0.94354,1.04014,1.22508,Success
1970,partially_sorted,1.61386,1.09718,0.06932,Success
1970,reverse_sorted,2.27796,1.03466,1.09874,Success
1980,random,1.7579,1.09094,0.05338,Success
1980,sorted,0.94724,1.05108,1.09072,Success
1980,partially_sorted,1.41196,1.04962,0.05548,Success
1980,reverse_sorted,2.2724,1.05046,1.0474,Success
1990,random,1.81414,1.11852,0.05284,Success
1990,sorted,0.96744,1.073,1.1456,Success
1990,partially_sorted,1.57178,1.07738,0.05838,Success
1990,reverse_sorted,2.30252,1.03464,1.04874,Success
2000,random,1.78866,1.10636,0.05642,Success
2000,sorted,0.9895,1.07106,1.1249,Success
2000,partially_sorted,1.69272,1.13846,0.04808,Success
2000,reverse_sorted,2.4378,1.1437,1.10362,Success
2010,random,1.80532,1.12024,0.0538,Success
2010,sorted,0.95456,1.09432,1.13686,Success
2010,partially_sorted,1.43872,1.09064,0.04786,Success
2010,reverse_sorted,2.32966,1.04464,1.07832,Success
2020,random,1.7986,1.11076,0.05418,Success
2020,sorted,0.94882,1.07382,1.16928,Success
2020,partially_sorted,1.52242,1.08356,0.0473,Success
2020,reverse_sorted,2.36052,1.06124,1.10642,Success
2030,random,1.85176,1.16838,0.05626,Success
2030,sorted,0.971,1.14918,1.14418,Success
2030,partially_sorted,1.5042,1.12214,0.0476,Success
2030,reverse_sorted,2.36758,1.08374,1.07686,Success
2040,random,1.82028,1.16274,0.05196,Success
2040,sorted,1.0114,1.11186,1.25256,Success
2040,partially_sorted,1.5653,1.14748,0.04884,Success
2040,reverse_sorted,2.57316,1.25688,1.1434,Success
2050,random,1.86562,1.15428,0.05756,Success
2050,sorted,1.05678,1.16132,1.30212,Success
2050,partially_sorted,1.6524,1.1613,0.04962,Success
2050,reverse_sorted,2.63818,1.20362,1.2643,Success
2060,random,2.04322,1.21882,0.06566,Success
2060,sorted,1.08934,1.2214,1.34408,Success
2060,partially_sorted,1.76818,1.14416,0.06124,Success
2060,reverse_sorted,2.69126,1.10446,1.24934,Success
2070,random,2.16036,1.21248,0.06674,Success
2070,sorted,1.09718,1.164,1.47958,Success
2070,partially_sorted,1.73364,1.14732,0.05176,Success
2070,reverse_sorted,2.76838,1.12364,1.34782,Success
2080,random,2.0957,1.20176,0.06726,Success
2080,sorted,1.09702,1.14158,1.40432,Success
2080,partially_sorted,1.76866,1.17108,0.07256,Success
2080,reverse_sorted,2.67078,1.155,1.2281,Success
2090,random,2.10366,1.2251,0.05984,Success
2090,sorted,1.08446,1.11564,1.42478,Success
2090,partially_sorted,1.59024,1.0962,0.0713,Success
2090,reverse_sorted,2.66488,1.10906,1.14934,Success
2100,random,2.0552,1.22408,0.06396,Success
2100,sorted,1.09552,1.17684,1.30802,Success
2100,partially_sorted,1.63904,1.1774,0.06742,Success
2100,reverse_sorted,2.76386,1.13848,1.31094,Success
2110,random,2.11632,1.2398,0.06042,Success
2110,sorted,1.0963,1.16346,1.34558,Success
2110,partially_sorted,1.7724,1.20472,0.06842,Success
2110,reverse_sorted,2.64006,1.22582,1.21864,Success
2120,random,2.14418,1.25892,0.0625,Success
2120,sorted,1.04666,1.12016,1.27734,Success
2120,partially_sorted,1.70794,1.1289,0.06192,Success
2120,reverse_sorted,2.61072,1.12516,1.20434,Success
2130,random,2.02264,1.21246,0.05454,Success
2130,sorted,1.08358,1.11652,1.28286,Success
2130,partially_sorted,1.69198,1.15692,0.0589,Success
2130,reverse_sorted,2.8515,1.22654,1.3712,Success
2140,random,2.26678,1.24338,0.06892,Success
2140,sorted,1.19936,1.2497,1.4605,Success
2140,partially_sorted,1.89286,1.2391,0.08308,Success
2140,reverse_sorted,2.90162,1.15774,1.3265,Success
2150,random,2.23948,1.27512,0.0675,Success
2150,sorted,1.17352,1.21888,1.5021,Success
2150,partially_sorted,1.84416,1.223,0.05556,Success
2150,reverse_sorted,2.93504,1.18322,1.3484,Success
2160,random,2.15002,1.28286,0.05892,Success
2160,sorted,1.1157,1.21666,1.35094,Success
2160,partially_sorted,1.80794,1.19644,0.05542,Success
2160,reverse_sorted,2.92236,1.19276,1.36254,Success
2170,random,2.29114,1.279,0.0674,Success
2170,sorted,1.23318,1.23928,1.55714,Success
2170,partially_sorted,1.89084,1.2321,0.08126,Success
2170,reverse_sorted,3.00746,1.17398,1.30974,Success
2180,random,2.23788,1.4226,0.08128,Success
2180,sorted,1.19364,1.24568,1.4469,Success
2180,partially_sorted,1.79354,1.24372,0.07346,Success
2180,reverse_sorted,2.99448,1.2387,1.3583,Success
2190,random,2.19612,1.26712,0.0602,Success
2190,sorted,1.3298,1.20728,1.42256,Success
2190,partially_sorted,1.91532,1.25208,0.04926,Success
2190,reverse_sorted,2.95492,1.1408,1.29744,Success
2200,random,2.30378,1.27994,0.06314,Success
2200,sorted,1.16666,1.19366,1.41592,Success
2200,partially_sorted,1.87882,1.24136,0.05398,Success
2200,reverse_sorted,2.8882,1.1777,1.3521,Success
2210,random,2.43746,1.29758,0.06322,Success
2210,sorted,1.25758,1.23408,1.49534,Success
2210,partially_sorted,1.94958,1.26582,0.05312,Success
2210,reverse_sorted,2.91462,1.24636,1.37192,Success
2220,random,2.2222,1.28722,0.05974,Success
2220,sorted,1.20432,1.19302,1.44304,Success
2220,partially_sorted,1.9509,1.26722,0.04786,Success
2220,reverse_sorted,2.9708,1.1846,1.38684,Success
2230,random,2.40118,1.37484,0.07668,Success
2230,sorted,1.26412,1.20852,1.4679,Success
2230,partially_sorted,1.98226,1.2453,0.05968,Success
2230,reverse_sorted,3.07464,1.25422,1.3656,Success
2240,random,2.3526,1.27226,0.06236,Success
2240,sorted,1.22124,1.21982,1.6364,Success
2240,partially_sorted,1.8552,1.20962,0.05868,Success
2240,reverse_sorted,2.95022,1.26988,1.3414,Success
2250,random,2.3117,1.28108,0.05986,Success
2250,sorted,1.3238,1.3232,1.48124,Success
2250,partially_sorted,1.87212,1.19152,0.0498,Success
2250,reverse_sorted,2.9408,1.16652,1.41934,Success
2260,random,2.22792,1.22934,0.05898,Success
2260,sorted,1.22054,1.21388,1.44374,Success
2260,partially_sorted,1.92262,1.217,0.04728,Success
2260,reverse_sorted,2.99436,1.22792,1.457,Success
2270,random,2.36418,1.56506,0.06466,Success
2270,sorted,1.28886,1.17886,1.52646,Success
2270,partially_sorted,2.12628,1.29938,0.05564,Success
2270,reverse_sorted,3.00138,1.22466,1.3888,Success
2280,random,2.39324,1.29136,0.0585,Success
2280,sorted,1.2679,1.26662,1.48694,Success
2280,partially_sorted,1.96988,1.20332,0.06034,Success
2280,reverse_sorted,2.96424,1.18282,1.42378,Success
2290,random,2.36044,1.25826,0.0602,Success
2290,sorted,1.25554,1.19966,1.55188,Success
2290,partially_sorted,1.96022,1.2823,0.06724,Success
2290,reverse_sorted,3.07406,1.20004,1.3888,Success
2300,random,2.4047,1.37176,0.07256,Success
2300,sorted,1.30288,1.208,1.47522,Success
2300,partially_sorted,1.95304,1.22882,0.05698,Success
2300,reverse_sorted,3.16388,1.23992,1.40706,Success
2310,random,2.40206,1.3383,0.0639,Success
2310,sorted,1.31978,1.23808,1.58484,Success
2310,partially_sorted,2.02098,1.3221,0.07428,Success
2310,reverse_sorted,3.14004,1.30014,1.47988,Success
2320,random,2.47082,1.39238,0.07106,Success
2320,sorted,1.27738,1.24796,1.73796,Success
2320,partially_sorted,2.03618,1.27708,0.0597,Success
2320,reverse_sorted,3.2344,1.23232,1.52932,Success
2330,random,2.60378,1.32034,0.0635,Success
2330,sorted,1.36066,1.22662,1.61536,Success
2330,partially_sorted,2.21682,1.28746,0.0823,Success
2330,reverse_sorted,3.19172,1.2378,1.46374,Success
2340,random,2.40142,1.27888,0.06158,Success
2340,sorted,1.29662,1.22772,1.53418,Success
2340,partially_sorted,2.01286,1.26976,0.05758,Success
2340,reverse_sorted,3.16736,1.21584,1.4829,Success
2350,random,2.46136,1.36054,0.06052,Success
2350,sorted,1.40488,1.2462,1.63258,Success
2350,partially_sorted,2.05154,1.267,0.07996,Success
2350,reverse_sorted,3.15008,1.22718,1.4825,Success
2360,random,2.3836,1.29336,0.06692,Success
2360,sorted,1.31984,1.22848,1.60476,Success
2360,partially_sorted,2.04638,1.27982,0.08196,Success
2360,reverse_sorted,3.15452,1.2525,1.48954,Success
2370,random,2.5124,1.31392,0.06336,Success
2370,sorted,1.33494,1.23768,1.62434,Success
2370,partially_sorted,2.07656,1.26186,0.0546,Success
2370,reverse_sorted,3.24346,1.23902,1.53546,Success
2380,random,2.43026,1.33528,0.06152,Success
2380,sorted,1.33972,1.23864,1.71262,Success
2380,partially_sorted,2.0708,1.26802,0.05914,Success
2380,reverse_sorted,3.2375,1.23836,1.508,Success
2390,random,2.48492,1.30202,0.05904,Success
2390,sorted,1.38138,1.24586,1.57742,Success
2390,partially_sorted,2.10716,1.32936,0.05962,Success
2390,reverse_sorted,3.27914,1.26666,1.51946,Success
2400,random,2.49296,1.33776,0.06746,Success
2400,sorted,1.33472,1.26388,1.6122,Success
2400,partially_sorted,2.09592,1.27304,0.04568,Success
2400,reverse_sorted,3.32978,1.25118,1.54162,Success
2410,random,2.50622,1.31486,0.06536,Success
2410,sorted,1.39934,1.24958,1.6806,Success
2410,partially_sorted,2.1959,1.2757,0.06166,Success
2410,reverse_sorted,3.3495,1.23416,1.54056,Success
2420,random,2.53448,1.33612,0.06686,Success
2420,sorted,1.36514,1.27198,1.6591,Success
2420,partially_sorted,2.13096,1.28038,0.08492,Success
2420,reverse_sorted,3.52706,1.30294,1.66636,Success
2430,random,2.5718,1.36568,0.07114,Success
2430,sorted,1.3741,1.28308,1.72304,Success
2430,partially_sorted,2.25778,1.29498,0.07666,Success
2430,reverse_sorted,3.45022,1.27652,1.54866,Success
2440,random,2.55498,1.37204,0.06554,Success
2440,sorted,1.42186,1.26766,1.6594,Success
2440,partially_sorted,2.10298,1.28472,0.0724,Success
2440,reverse_sorted,3.42686,1.27028,1.67036,Success
2450,random,2.60892,1.36484,0.06614,Success
2450,sorted,1.44714,1.27116,1.74804,Success
2450,partially_sorted,2.14904,1.32662,0.06978,Success
2450,reverse_sorted,3.46866,1.26334,1.6808,Success
2460,random,2.65548,1.35346,0.06982,Success
2460,sorted,1.41104,1.27438,1.72234,Success
2460,partially_sorted,2.15996,1.41832,0.0566,Success
2460,reverse_sorted,3.4742,1.31344,1.61142,Success
2470,random,2.6845,1.34316,0.07,Success
2470,sorted,1.47738,1.29454,1.74294,Success
2470,partially_sorted,2.18798,1.32212,0.06472,Success
2470,reverse_sorted,3.50274,1.2743,1.66288,Success
2480,random,2.80554,1.38312,0.06704,Success
2480,sorted,1.46106,1.30668,1.72142,Success
2480,partially_sorted,2.19202,1.3187,0.05888,Success
2480,reverse_sorted,3.52942,1.31356,1.67632,Success
2490,random,2.71224,1.39844,0.0712,Success
2490,sorted,1.47736,1.29892,1.73748,Success
2490,partially_sorted,2.22422,1.32698,0.05904,Success
2490,reverse_sorted,3.5928,1.3107,1.68304,Success
2500,random,2.7259,1.37536,0.07078,Success
2500,sorted,1.52358,1.32252,1.74094,Success
2500,partially_sorted,2.24006,1.33922,0.07088,Success
2500,reverse_sorted,3.57348,1.29424,1.6325,Success
2510,random,2.79918,1.40338,0.06878,Success
2510,sorted,1.4639,1.36266,1.7999,Success
2510,partially_sorted,2.43988,1.38404,0.0594,Success
2510,reverse_sorted,3.74378,1.35282,1.77656,Success
2520,random,3.0097,1.43126,0.06934,Success
2520,sorted,1.54818,1.335,1.81326,Success
2520,partially_sorted,2.37656,1.39596,0.064,Success
2520,reverse_sorted,3.69908,1.32508,1.73832,Success
2530,random,2.80838,1.41216,0.07608,Success
2530,sorted,1.5142,1.32036,1.82622,Success
2530,partially_sorted,2.28606,1.3227,0.07996,Success
2530,reverse_sorted,3.727,1.31568,1.67944,Success
2540,random,2.86132,1.3977,0.06642,Success
2540,sorted,1.54286,1.32068,1.81386,Success
2540,partially_sorted,2.37464,1.34184,0.05504,Success
2540,reverse_sorted,3.68352,1.39276,1.8409,Success
2550,random,2.84692,1.39678,0.06596,Success
2550,sorted,1.54996,1.3222,1.80352,Success
2550,partially_sorted,2.4098,1.36858,0.06054,Success
2550,reverse_sorted,3.76544,1.33846,1.70854,Success
2560,random,2.88452,1.39478,0.07238,Success
2560,sorted,1.53282,1.31214,2.02046,Success
2560,partially_sorted,2.42732,1.34812,0.09526,Success
2560,reverse_sorted,3.75922,1.30844,1.75216,Success
2570,random,2.89352,1.42898,0.06856,Success
2570,sorted,1.57538,1.32592,1.88092,Success
2570,partially_sorted,2.4226,1.35986,0.05392,Success
2570,reverse_sorted,3.80158,1.32072,1.74926,Success
2580,random,3.00126,1.45182,0.07598,Success
2580,sorted,1.54694,1.44958,1.87442,Success
2580,partially_sorted,2.5493,1.38844,0.05378,Success
2580,reverse_sorted,3.85236,1.44122,1.78484,Success
2590,random,2.96992,1.4277,0.07876,Success
2590,sorted,1.57054,1.37046,1.9065,Success
2590,partially_sorted,2.51232,1.44158,0.07088,Success
2590,reverse_sorted,3.81738,1.33858,1.79372,Success
2600,random,3.05692,1.44032,0.07048,Success
2600,sorted,1.59704,1.37258,1.89122,Success
2600,partially_sorted,2.48192,1.35156,0.06102,Success
2600,reverse_sorted,3.85702,1.33024,1.83756,Success
2610,random,3.14724,1.49724,0.07402,Success
2610,sorted,1.60742,1.3469,2.06566,Success
2610,partially_sorted,2.49182,1.4037,0.07726,Success
2610,reverse_sorted,3.9125,1.34856,1.87644,Success
2620,random,3.03314,1.57716,0.0784,Success
2620,sorted,1.62656,1.36064,1.9213,Success
2620,partially_sorted,2.58932,1.36976,0.06028,Success
2620,reverse_sorted,3.98412,1.36386,1.87222,Success
2630,random,2.9951,1.49202,0.0708,Success
2630,sorted,1.59766,1.37786,1.95686,Success
2630,partially_sorted,2.61396,1.37732,0.06254,Success
2630,reverse_sorted,4.05484,1.3579,1.81422,Success
2640,random,3.12642,1.4366,0.07604,Success
2640,sorted,1.6067,1.57858,1.96978,Success
2640,partially_sorted,2.45094,1.39958,0.06772,Success
2640,reverse_sorted,4.00886,1.45784,1.86722,Success
2650,random,3.08454,1.44112,0.06798,Success
2650,sorted,1.6541,1.36678,2.03036,Success
2650,partially_sorted,2.5938,1.42994,0.07244,Success
2650,reverse_sorted,4.04222,1.35792,1.87016,Success
2660,random,3.1818,1.47854,0.07668,Success
2660,sorted,1.67206,1.36656,1.98998,Success
2660,partially_sorted,2.6461,1.4001,0.05512,Success
2660,reverse_sorted,4.01492,1.43836,1.8641,Success
2670,random,3.18972,1.46178,0.06776,Success
2670,sorted,1.68402,1.37826,1.98862,Success
2670,partially_sorted,2.63802,1.4041,0.05574,Success
2670,reverse_sorted,4.07728,1.41724,1.8803,Success
2680,random,3.11262,1.47192,0.08082,Success
2680,sorted,1.67574,1.36916,2.03396,Success
2680,partially_sorted,2.64754,1.42666,0.06972,Success
2680,reverse_sorted,4.08458,1.39956,1.98152,Success
2690,random,3.14542,1.45664,0.07436,Success
2690,sorted,1.80332,1.4516,2.12702,Success
2690,partially_sorted,2.88994,1.41796,0.06632,Success
2690,reverse_sorted,4.27634,1.57088,2.0328,Success
2700,random,3.41032,1.50768,0.07476,Success
2700,sorted,1.69118,1.39632,2.12702,Success
2700,partially_sorted,2.6612,1.47442,0.05666,Success
2700,reverse_sorted,4.24696,1.46996,1.95516,Success
2710,random,3.24176,1.48798,0.0757,Success
2710,sorted,2.08404,1.4099,2.26232,Success
2710,partially_sorted,2.74276,1.4204,0.06074,Success
2710,reverse_sorted,4.19592,1.4004,1.97192,Success
2720,random,3.22582,1.52184,0.08598,Success
2720,sorted,1.75676,1.46658,2.08112,Success
2720,partially_sorted,2.73262,1.48816,0.06966,Success
2720,reverse_sorted,4.26296,1.40266,1.95712,Success
2730,random,3.27022,1.54524,0.08094,Success
2730,sorted,1.75484,1.42588,2.1013,Success
2730,partially_sorted,2.65384,1.4307,0.05744,Success
2730,reverse_sorted,4.28534,1.3956,1.9782,Success
2740,random,3.33396,1.49012,0.07296,Success
2740,sorted,1.7767,1.43756,2.13114,Success
2740,partially_sorted,2.73248,1.42394,0.07302,Success
2740,reverse_sorted,4.34532,1.40794,1.9913,Success
2750,random,3.28944,1.52492,0.0829,Success
2750,sorted,1.80568,1.4211,2.16978,Success
2750,partially_sorted,2.76414,1.48256,0.08016,Success
2750,reverse_sorted,4.4075,1.40522,2.0389,Success
2760,random,3.44372,1.50404,0.07962,Success
2760,sorted,1.83404,1.40994,2.13036,Success
2760,partially_sorted,2.82768,1.46522,0.06504,Success
2760,reverse_sorted,4.46156,1.41702,2.0674,Success
2770,random,3.83826,1.58298,0.08668,Success
2770,sorted,1.86486,1.47848,2.17964,Success
2770,partially_sorted,2.64494,1.48034,0.06616,Success
2770,reverse_sorted,4.43094,1.43132,2.06504,Success
2780,random,3.36664,1.52524,0.08044,Success
2780,sorted,1.8204,1.43132,2.18186,Success
2780,partially_sorted,2.73386,1.44802,0.07962,Success
